tempo,posizione,velocita,input
1.638563856385638573e+01,1.235718566595394316e-03,1.063218910675473722e-03,-1.550087756464026967e-01
1.638763876387638874e+01,1.237635462683957287e-03,1.006640726096900756e-03,2.759311665992324469e-01
1.638963896389638819e+01,1.240574499242576246e-03,2.126665860272978527e-03,1.058325167237259112e+00
1.639163916391639120e+01,1.246513710872882786e-03,3.782001179210309899e-03,9.423122312763373420e-01
1.639363936393639420e+01,1.255001445670685415e-03,4.324560156134567811e-03,-6.188593962031185836e-02
1.639563956395639721e+01,1.265803046698176166e-03,7.859412495897610818e-03,3.624208908276017382e+00
1.639763976397639667e+01,1.286227345567135917e-03,1.136683673554039244e-02,1.979238990318479274e-01
1.639963996399639967e+01,1.308330536499150354e-03,1.046058081268675874e-02,-8.232219580003639070e-01
1.640164016401640268e+01,1.328241054697443593e-03,9.838377089650825538e-03,4.978868619214181779e-01
1.640364036403640213e+01,1.348988274601475423e-03,1.117086923036160820e-02,1.231695503491194943e+00
1.640564056405640514e+01,1.375060063784229198e-03,1.542849334609994010e-02,3.213370643799694726e+00
1.640764076407640815e+01,1.409805638531927505e-03,1.873461378972309660e-02,6.188881516998558929e-01
1.640964096409641115e+01,1.448167996488999376e-03,1.954671514027587348e-02,6.460346644116836679e-01
1.641164116411641061e+01,1.487856873408930757e-03,2.007846362427893536e-02,4.052106763416442603e-01
1.641364136413641361e+01,1.529459194360694579e-03,2.174678949270102829e-02,1.437331962785983075e+00
1.641564156415641662e+01,1.573767249547863281e-03,2.235632195433423855e-02,-2.023892149041126576e-01
1.641764176417641607e+01,1.617349001485088224e-03,2.089596796656598490e-02,-6.098820706409101566e-01
1.641964196419641908e+01,1.658549174017710228e-03,2.060930145490721260e-02,8.175255812294309754e-01
1.642164216421642209e+01,1.700961101649407173e-03,2.199485019448721435e-02,1.243744007462818324e+00
1.642364236423642510e+01,1.746865293031821253e-03,2.392151005268365604e-02,1.269112998779466039e+00
1.642564256425642455e+01,1.796402466687214809e-03,2.546299936943666534e-02,9.954968798798509155e-01
1.642764276427642756e+01,1.847793752072084648e-03,2.560544251168357308e-02,-1.170644337091082399e-01
1.642964296429643056e+01,1.897042840578338314e-03,2.322491763670306991e-02,-1.506412520455699955e+00
1.643164316431643002e+01,1.940018694822387511e-03,1.978886091543793566e-02,-1.605803860738373112e+00
1.643364336433643302e+01,1.978302968612861718e-03,1.893511709629090711e-02,6.392399179677397125e-01
1.643564356435643603e+01,2.017253796798985834e-03,2.036301632955658802e-02,1.375433050902850285e+00
1.643764376437643904e+01,2.059251236428301206e-03,2.128571358305707262e-02,1.278843370835114346e-01
1.643964396439643849e+01,2.100078931530929231e-03,1.897376405497112895e-02,-1.962563345534329207e+00
1.644164416441644150e+01,2.135876224861072998e-03,1.725550716499507295e-02,1.021422538111804279e+00
1.644364436443644450e+01,2.170603530536596975e-03,1.750163837761224694e-02,-9.872188377941126802e-03
1.644564456445644751e+01,2.203907491096962316e-03,1.545675066218407494e-02,-1.511016702504200282e+00
1.644764476447644697e+01,2.232317832143816249e-03,1.318596856888179167e-02,-4.083109650249725497e-01
1.644964496449644997e+01,2.258713014100915181e-03,1.348855208629650727e-02,1.042042221040536676e+00
1.645164516451645298e+01,2.285049802480916721e-03,1.247955789462326139e-02,-1.062705342540490205e+00
1.645364536453645243e+01,2.307892930907673185e-03,1.052430254364488185e-02,-3.824630833173440214e-01
1.645564556455645544e+01,2.328439492133047711e-03,1.016461033299347928e-02,4.228378646671222540e-01
1.645764576457645845e+01,2.347746030898761795e-03,8.633391930682139670e-03,-1.376378905217541693e+00
1.645964596459646145e+01,2.362624943659815454e-03,6.492642097521673754e-03,-4.322666352239167287e-01
1.646164616461646091e+01,2.375396438714571720e-03,6.737443431229592043e-03,1.116291835282927192e+00
1.646364636463646391e+01,2.390441876126230252e-03,8.289165970482603382e-03,1.081289856631677981e+00
1.646564656465646692e+01,2.407065870852805132e-03,7.733462126193442823e-03,-1.196413828053050299e+00
1.646764676467646638e+01,2.420768587602149455e-03,6.177265411417644236e-03,-9.898572190322441067e-02
